Название избирательной комиссии	Название вышестоящей комиссии	ФИО	Статус	Кем предложен
Участковая избирательная комиссия №2196	ТИК 16	Цолина Кристина Александровна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2197	ТИК 16	Кириченко Константин Николаевич	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2197	ТИК 16	Василевская Елена Всеволодовна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2197	ТИК 16	Иванова Анна Михайловна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2197	ТИК 16	Ильмурадова Антонина Витальевна	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2198	ТИК 16	Калабина Елена Анатольевна	Председатель	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2198	ТИК 16	Соколова Ирина Борисовна	Зам.председателя	Региональная общественная организация поддержки и развития молодежного творчества "Студенческий клуб Санкт-Петербурга"
Участковая избирательная комиссия №2198	ТИК 16	Иванова Дарья Алексеевна	Секретарь	Региональная правозащитная общественная организация "Милосердие"
Участковая избирательная комиссия №2198	ТИК 16	Воропаев Анатолий Федорович	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2198	ТИК 16	Глазков Арсений Павлович	Член	Санкт-Петербургское региональное отделение политической партии "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2198	ТИК 16	Комлева Ольга Сергеевна	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2198	ТИК 16	Коровин Иван Романович	Член	Санкт-Петербургская общественная организация "Содружество Студентов Северо-Западной академии государственной службы"
Участковая избирательная комиссия №2198	ТИК 16	Лукогорская Людмила Михайловна	Член	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
Участковая избирательная комиссия №2198	ТИК 16	Соколова Анастасия Константиновна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2198	ТИК 16	Теплинская Надежда Петровна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2198	ТИК 16	Шуйсков Виталий Николаевич	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №2198	ТИК 16	Шуйсков Николай Витальевич	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №2199	ТИК 16	Жданова Мария Викторовна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2199	ТИК 16	Копылов Николай Дмитриевич	Зам.председателя	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2199	ТИК 16	Харенко Елена Анатольевна	Секретарь	Региональное отделение в Санкт-Петербурге Политической партии "Российская экологическая партия "Зелёные"
Участковая избирательная комиссия №2199	ТИК 16	Богатырева Юлия Сергеевна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2199	ТИК 16	Виноградов Александр Сергеевич	Член	Региональная общественная организация поддержки и развития молодежного творчества "Студенческий клуб Санкт-Петербурга"
Участковая избирательная комиссия №2199	ТИК 16	Грачева Татьяна Гурьевна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2199	ТИК 16	Ефремова Виктория Ивановна	Член	Региональная правозащитная общественная организация "Милосердие"
Участковая избирательная комиссия №2199	ТИК 16	Климшин Илья Игоревич	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2199	ТИК 16	Кривцов Андрей Анатольевич	Член	Местное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ" внутригородского муниципального образования Санкт-Петербурга муниципальный округ Литейный округ
Участковая избирательная комиссия №2199	ТИК 16	Махмудов Хайрулло Файзуллаевич	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2199	ТИК 16	Павлюченко Яна Александровна	Член	Региональное отделение Всероссийской политической партии "Союз Труда" в Санкт-Петербурге
Участковая избирательная комиссия №2199	ТИК 16	Тюлькина Ксения Сергеевна	Член	Региональная общественная организация поддержки и развития молодежного творчества "Гаудеамус"
Участковая избирательная комиссия №2200	ТИК 16	Григорьева Наталия Владимировна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2200	ТИК 16	Данилова Валентина Петровна	Зам.председателя	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2200	ТИК 16	Витте Михаил Алексеевич	Секретарь	Региональная общественная организация поддержки и развития молодежного творчества "Студенческий клуб Санкт-Петербурга"
Участковая избирательная комиссия №2200	ТИК 16	Арсеньева Елена Александровна	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2200	ТИК 16	Дмитриева Вера Владимировна	Член	Региональная общественная организация поддержки и развития молодежного творчества "Гаудеамус"
Участковая избирательная комиссия №2200	ТИК 16	Катунцева Нина Анатольевна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2200	ТИК 16	Комарцова Екатерина Георгиевна	Член	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
Участковая избирательная комиссия №2200	ТИК 16	Орлов Алексей Александрович	Член	Местное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ" внутригородского муниципального образования Санкт-Петербурга муниципальный округ Литейный округ
Участковая избирательная комиссия №2200	ТИК 16	Павлов Дмитрий Олегович	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2200	ТИК 16	Скворцова Ирина Всеволодовна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2200	ТИК 16	Читчиян Гарри Юрьевич	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2200	ТИК 16	Шелаев Дмитрий Владимирович	Член	Региональное отделение Всероссийской политической партии "Союз Труда" в Санкт-Петербурге
Участковая избирательная комиссия №2201	ТИК 16	Перфильева Ирина Евгеньевна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2201	ТИК 16	Занкевич Александра Анатольевна	Зам.председателя	Региональное отделение в Санкт-Петербурге Политической партии "Российская экологическая партия "Зелёные"
Участковая избирательная комиссия №2201	ТИК 16	Рахимова Ольга Владимировна	Секретарь	Региональная общественная организация поддержки и развития молодежного творчества "Студенческий клуб Санкт-Петербурга"
Участковая избирательная комиссия №2201	ТИК 16	Демидова Екатерина Александровна	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2201	ТИК 16	Егоров Сергей Анатольевич	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2201	ТИК 16	Жедь Людмила Андреевна	Член	Региональное отделение Политической партии "Трудовая партия России" в Санкт-Петербурге
Участковая избирательная комиссия №2201	ТИК 16	Логиненкова Екатерина Владимировна	Член	Региональное отделение Всероссийской политической партии "Союз Труда" в Санкт-Петербурге
Участковая избирательная комиссия №2201	ТИК 16	Мальцев Сергей Борисович	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2201	ТИК 16	Мицкевич Наталья Владимировна	Член	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
Участковая избирательная комиссия №2201	ТИК 16	Полякова Александра Васильевна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2201	ТИК 16	Хабибуллин Руслан Радикович	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2201	ТИК 16	Щелканова Людмила Владимировна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2202	ТИК 16	Савчук Елена Евгеньевна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2202	ТИК 16	Савина Марина Анатольевна	Зам.председателя	собрание избирателей по месту жительства
Участковая избирательная комиссия №2202	ТИК 16	Корякина Надежда Ивановна	Секретарь	Региональное отделение Всероссийской политической партии "Союз Труда" в Санкт-Петербурге
Участковая избирательная комиссия №2202	ТИК 16	Владимиров Игорь Викторович	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2202	ТИК 16	Константинова Татьяна Васильевна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №2202	ТИК 16	Кузьмина Екатерина Александровна	Член	Региональная общественная организация поддержки и развития молодежного творчества "Гаудеамус"
Участковая избирательная комиссия №2202	ТИК 16	Михеева Любовь Анатольевна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №2202	ТИК 16	Михеева Яна Вадимовна	Член	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
Участковая избирательная комиссия №2202	ТИК 16	Модестова Надежда Владимировна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2202	ТИК 16	Семенов Александр Алексеевич	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2202	ТИК 16	Фоменко Галина Анатольевна	Член	Местное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ" муниципального образования № 78
Участковая избирательная комиссия №2202	ТИК 16	Ягодинская Елена Юрьевна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2202	ТИК 16	Ягодинская Кристина Вячеславовна	Член	Региональная правозащитная общественная организация "Милосердие"
Участковая избирательная комиссия №2203	ТИК 16	Александрова Галина Александровна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №2203	ТИК 16	Хрол Елизавета Леонидовна	Секретарь	собрание избирателей по месту работы
Участковая избирательная комиссия №2203	ТИК 16	Балакин Александр Александрович	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2203	ТИК 16	Герун Лариса Викторовна	Член	Санкт-Петербургское региональное отделение Общероссийской политической партии "Народная партия "За женщин России"
Участковая избирательная комиссия №2203	ТИК 16	Евгеньев Роман Борисович	Член	Местное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ" муниципального образования № 78
Участковая избирательная комиссия №2203	ТИК 16	Жабрев Виктор Борисович	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2203	ТИК 16	Комель Кайт Геннадьевна	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2203	ТИК 16	Пахомов Игорь Сергеевич	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №2203	ТИК 16	Смирнова Лидия Владимировна	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2203	ТИК 16	Соболевский Вадим Александрович	Член	Региональное отделение Политической партии "Трудовая партия России" в Санкт-Петербурге
Участковая избирательная комиссия №2204	ТИК 16	Акатова Наталья Владимировна	Председатель	Региональная общественная организация поддержки и развития молодежного творчества "Гаудеамус"
Участковая избирательная комиссия №2204	ТИК 16	Васильева Регина Николаевна	Зам.председателя	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
Участковая избирательная комиссия №2204	ТИК 16	Маурина Татьяна Ивановна	Секретарь	собрание избирателей по месту работы
Участковая избирательная комиссия №2204	ТИК 16	Бакшаева Кристина Валерьевна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2204	ТИК 16	Бокова Ирина Николаевна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2204	ТИК 16	Власова Ольга Геннадьевна	Член	Местное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ" муниципального образования № 78
Участковая избирательная комиссия №2204	ТИК 16	Евдокименко Никита Юрьевич	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №2204	ТИК 16	Кольцова Елена Константиновна	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №2204	ТИК 16	Круппа Марина Валерьевна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №2204	ТИК 16	Насиров Элвин Хосров Оглы	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №2204	ТИК 16	Подшивалова Наталья Владимировна	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №2204	ТИК 16	Федоров Андрей Владиславович	Член	Центральное местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
ТИК № 17	Санкт-Петербургская избирательная комиссия	Дёмкин Василий Георгиевич	Председатель	территориальная избирательная комиссия предыдущего состава
ТИК № 17	Санкт-Петербургская избирательная комиссия	Кругликова Ольга Юрьевна	Зам.председателя	территориальная избирательная комиссия предыдущего состава
ТИК № 17	Санкт-Петербургская избирательная комиссия	Демидова Татьяна Владимировна	Секретарь	представительный орган муниципального образования
ТИК № 17	Санкт-Петербургская избирательная комиссия	Белик Александр Николаевич	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
ТИК № 17	Санкт-Петербургская избирательная комиссия	Виноградова Александра Евгеньевна	Член	Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ "РОДИНА" в городе Санкт-Петербурге
ТИК № 17	Санкт-Петербургская избирательная комиссия	Касаткин Иван Михайлович	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
ТИК № 17	Санкт-Петербургская избирательная комиссия	Колпаков Михаил Иванович	Член	собрание избирателей по месту работы
ТИК № 17	Санкт-Петербургская избирательная комиссия	Маякова Татьяна Александровна	Член	Региональное отделение в Санкт-Петербурге Политической партии "Российская экологическая партия "Зелёные"
ТИК № 17	Санкт-Петербургская избирательная комиссия	Пашков Николай Михайлович	Член	САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии "КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"
ТИК № 17	Санкт-Петербургская избирательная комиссия	Петренко Анатолий Васильевич	Член	собрание избирателей по месту работы
ТИК № 17	Санкт-Петербургская избирательная комиссия	Травин Виктор Владимирович	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
ТИК № 17	Санкт-Петербургская избирательная комиссия	Тюльпанова Кристина Борисовна	Член	Санкт-Петербургское региональное отделение Всероссийской политической партии "ЕДИНАЯ РОССИЯ"
ТИК № 17	Санкт-Петербургская избирательная комиссия	Ухтомский Антон Олегович	Член	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №512	ТИК 17	Васильева Елена Андреевна	Председатель	собрание избирателей по месту жительства
Участковая избирательная комиссия №512	ТИК 17	Когуа Илья Ильич	Зам.председателя	собрание избирателей по месту жительства
Участковая избирательная комиссия №512	ТИК 17	Смирнова Ксения Александровна	Секретарь	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №512	ТИК 17	Брюшкова Наталия Владимировна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №512	ТИК 17	Кот Татьяна Алексеевна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №512	ТИК 17	Креузов Владимир Михайлович	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №512	ТИК 17	Осипенко Зоя Владимировна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №512	ТИК 17	Пестов Егор Сергеевич	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №512	ТИК 17	Фетисов Вадим Васильевич	Член	Калининское местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №512	ТИК 17	Хисамова Екатерина Валерьевна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №512	ТИК 17	Черняк Никита Евгеньевич	Член	Региональное отделение в Санкт-Петербурге Всероссийской политической партии "ПАРТИЯ РОСТА"
Участковая избирательная комиссия №512	ТИК 17	Шкаредный Александр Васильевич	Член	собрание избирателей по месту работы
Участковая избирательная комиссия №513	ТИК 17	Морозов Николай Васильевич	Председатель	собрание избирателей по месту жительства
Участковая избирательная комиссия №513	ТИК 17	Лаптев Евгений Александрович	Зам.председателя	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №513	ТИК 17	Городнов Евгений Иванович	Секретарь	Местная общественная организация Калининского района Санкт-Петербурга Союз "Чернобыль-Квант"
Участковая избирательная комиссия №513	ТИК 17	Белогуров Сергей Александрович	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №513	ТИК 17	Зорина Любовь Геннадьевна	Член	Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)
Участковая избирательная комиссия №513	ТИК 17	Зотов Руслан Владимирович	Член	Общественная организация ветеранов-инвалидов Афганистана и Чечни Калининского района г. Санкт-Петербурга
Участковая избирательная комиссия №513	ТИК 17	Зотова Галина Николаевна	Член	Региональное отделение в Санкт-Петербурге Политической партии "Российская экологическая партия "Зелёные"
Участковая избирательная комиссия №513	ТИК 17	Лаптев Станислав Евгеньевич	Член	Региональное отделение в городе Санкт-Петербурге Политической партии "Гражданская Платформа"
Участковая избирательная комиссия №513	ТИК 17	Лаптев Ярослав Евгеньевич	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №513	ТИК 17	Лаптева Алина Шамильевна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №513	ТИК 17	Лаптева Юлия Сергеевна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №513	ТИК 17	Юткин Александр Львович	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №514	ТИК 17	Косолапов Максим Витальевич	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №514	ТИК 17	Косолапова Марина Геннадьевна	Зам.председателя	Калининское местное (районное) отделение Санкт-Петербургского регионального отделения Всероссийской политической партии "ЕДИНАЯ РОССИЯ"
Участковая избирательная комиссия №514	ТИК 17	Макарова Виктория Александровна	Секретарь	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №514	ТИК 17	Аникина Мария Сергеевна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
Участковая избирательная комиссия №514	ТИК 17	Белова Жанна Петровна	Член	Общественная организация ветеранов-инвалидов Афганистана и Чечни Калининского района г. Санкт-Петербурга
Участковая избирательная комиссия №514	ТИК 17	Волков Алексей Витальевич	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №514	ТИК 17	Куликовский Анатолий Викторович	Член	Калининское местное (районное) отделение Санкт-Петербургского городского отделения политической партии «Коммунистическая партия Российской Федерации»
Участковая избирательная комиссия №514	ТИК 17	Ларионова Ирина Юрьевна	Член	Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)
Участковая избирательная комиссия №514	ТИК 17	Макарова Лариса Владимировна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №514	ТИК 17	Слесарев Антон Владимирович	Член	Региональное отделение Всероссийской политической партии "Союз Труда" в Санкт-Петербурге
Участковая избирательная комиссия №514	ТИК 17	Стерлигова Марина Геннадьевна	Член	Политическая партия "Российская объединенная демократическая партия "ЯБЛОКО"
Участковая избирательная комиссия №514	ТИК 17	Шахбазова Диана Паликовна	Член	собрание избирателей по месту учебы
Участковая избирательная комиссия №515	ТИК 17	Гуз Анна Александровна	Председатель	собрание избирателей по месту работы
Участковая избирательная комиссия №515	ТИК 17	Зудов Илья Николаевич	Зам.председателя	Калининское местное (районное) отделение Санкт-Петербургского регионального отделения Всероссийской политической партии "ЕДИНАЯ РОССИЯ"
Участковая избирательная комиссия №515	ТИК 17	Базанова Маргарита Тарлановна	Секретарь	Санкт-Петербургское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
Участковая избирательная комиссия №515	ТИК 17	Абдул Рита Водудовна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №515	ТИК 17	Гаджимерзаева Ялда Водудовна	Член	Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)
Участковая избирательная комиссия №515	ТИК 17	Ерофеев Александр Николаевич	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №515	ТИК 17	Ерофеева Ирина Романовна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №515	ТИК 17	Калашникова Вероника Владимировна	Член	собрание избирателей по месту жительства
Участковая избирательная комиссия №515	ТИК 17	Раджапова Надежда Сергеевна	Член	Региональное отделение Социалистической политической партии "СПРАВЕДЛИВАЯ РОССИЯ - ПАТРИОТЫ - ЗА ПРАВДУ" в городе Санкт-Петербурге
